1 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.19999999999999962 0.0 0.0 0.0 0.0
3 0.0 0.19841269841269837 0.03174603174603167 0.0 0.0 0.0
4 0.0 0.2214611872146116 0.04642313546423135 0.005707762557077615 0.0 0.0
5 0.0 0.23739669421487494 0.054028925619834814 0.010950413223140484 0.0014462809917355378 0.0
6 0.0 0.24500871296987625 0.05883329184299942 0.013467762011451244 0.0027051696954609535 0.00036511492822172495
7 0.0 0.2481298158777181 0.06105628982149067 0.01473578712723681 0.0033853228722378176 0.0006804977796500085
8 0.0 0.2493348522148654 0.06196693702172271 0.015285117946317883 0.0037001614266708627 0.0008525359714980577
9 0.0 0.2497766173479334 0.062314195579770665 0.015501906147001046 0.003829145741734991 0.0009286809762050395
10 0.0 0.24992632337079282 0.0624370844119901 0.015582277164879253 0.003878906133424554 0.0009591908382828556
11 0.0 0.2499764484468495 0.06247939576850391 0.015610669097409095 0.0038968834926838896 0.0009705023004339516
